ID;Ano;Mes;Solicitante;Beneficiario;Tipo_Solicitante;Sub_Tipo_Dispensa;Resolucion;Moneda;Valor_CIF_Suma
2446;316;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Secretaria De Desarrollo E Inclusion Social (Sedis);Solicitud De Venta De Veh;Aclaratoria Solicitud De Venta De Vehículos;Con Lugar;2;48580
2447;316;11;Iglesia Catolica De Honduras;Arquidiocesis De Tegucigalpa Basilica Y Parroquia Nuestra Señora De Suyapa;Dispensas Especiales;Aclaratoria De Modificacion Dispensa Especial;Con Lugar;1;21200
2448;316;11;Embajada De Mexico;Jose Antonio Gloria Martinez;Solicitud De Venta De Veh;Aclaratoria Solicitud De Venta De Vehículos;Con Lugar;2;331200
2449;316;11;Diamonds International Honduras, S.A.;Diamonds International Honduras, S.A.;Dispensas Especiales;Aclaratoria Dispensas Especiales;Con Lugar;1;128414139
2450;316;11;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Dispensas Oficiales;Aclaratoria Dispensas Oficiales;Con Lugar;1;39359
2451;316;11;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Dispensas Oficiales;Aclaratoria Dispensas Oficiales;Con Lugar;1;48009
2452;316;11;Union Europea;Union Europea;Dispensas Oficiales;Aclaratoria De Modificación De Dispensas Oficiales;Con Lugar;1;16673209
2453;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Proyecto Mejoramiento Carretera Ca-5 Norte, Tramo Taulabe-La Barca;Dispensas Especiales;Aclaratoria De Modificacion Dispensa Especial;Con Lugar;1;2482502
2454;316;11;Equinsa Energy S.A. De C.V.;Equinsa Energy S.A. De C.V.;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;524160
2455;316;11;Union Europea;Madeleine Catherine Onclin;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;23200
2456;316;11;Despacho De La Primera Dama, Casa Presidencial;Casa Presidencial;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;226480
2457;316;11;Embajada De España;José Mario Fernández Calvo;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;2041403
2458;316;11;Organizacion  Internacional Para Las Migraciones Oim;Organizacion  Internacional Para Las Migraciones Oim;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;35400
2459;316;11;Iglesia Catolica De Honduras;Diocesis De San Pedro Sula;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;27950
2460;316;11;Union Europea;Programa De Apoyo  A Los Derechos Humanos Padh Dci-Ala 2011 022857;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;51951
2461;316;11;Vista Capital S.A. De C.V.;Grand Roatan Caribbean Resort;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;791644
2462;316;11;Cruz Roja  Hondureña;Cruz Roja Hondureña;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;34500
2463;316;11;Fondo De Poblacion De Las Naciones Unidas   Unfpa -Honduras;Fondo De Poblacion De La Naciones Unidas Unfpa -Honduras;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;34900
2464;316;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Proyecto 00087688 Apoyo A Gestion Estrategica De Hondutel;Dispensas Oficiales;Modificaciones Dispensas Oficiales;Con Lugar;1;3313525
2465;316;11;Ramirez Rent A Car, S. De R.L.;Ramirez Rent A Car, S. De R.L.;Dispensas Especiales;Modificaciones Dispensas Especiales;Con Lugar;1;35450
2466;316;11;Embajada De Los Estados Unidos De America;Gregory Samuel Vaughan;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;17143
2467;316;11;Embajada De Los Estados Unidos De America;Mary Catherine Teer;Dispensas Oficiales;Embajadas;Con Lugar;1;1236937
2468;316;11;Embajada De Los Estados Unidos De America;Luis Ariel Rosa Velasquez;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;7082
2469;316;11;Embajada De Los Estados Unidos De America;Paebo  Kurian;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;542096
2470;316;11;Embajada De Los Estados Unidos De America;Howell Hoffman Howard Iii;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;70209
2471;316;11;Embajada De Los Estados Unidos De America;William Scofield Rowland;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;655764
2472;316;11;Secretaria De Seguridad;Programa De Apoyo A La Implementacion De La Politica Integral De Convivencia Y Seguridad Ciudadana;Dispensas Oficiales;Sector Publico Compras 2013;Con Lugar;1;855344
2473;316;11;Hidroelectricas De Occidente S De R.L.C.V;Proyecto Hidroelectrico Pencaligue;Dispensas Especiales;Energia Hidroelectrica;Con Lugar;1;5111829
2474;316;11;Secretaria De Seguridad;Programa De Apoyo A La Implementacion De La Politica Integral De Convivencia Y Seguridad Ciudadana;Dispensas Oficiales;Sector Publico Compras 2013;Con Lugar;1;943600
2475;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Finalizacion Construccion Seccion Ib Y Obras Complementarias Del Anillo Periferico De Tegucigalpa(Tramo: Carretera Ca-5 Norte, Puente Los Laureles, Obra Complementaria Pao A Desnivel Col. Arturo Quezada, Paso A Desnivel Col. Israel Sur, Paso A Desnivel A;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;19000
2476;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Contrato De Construccion Ampliacion Y Mejoramiento De La Carretera La Esperanza- Camasca;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;5127979
2477;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Contrato De Construccion Ampliacion Y Mejoramiento De La Carretera La Esperanza- Camasca;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;460244
2478;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Finalizacion Construccion Seccion I-B Y Obras Complementarias Del Anillo Periferico De Tegucigalpa (Tramo: Carretera Ca-5 Norte, Puente Los Laureles Obra Complementaria: Paso A Desnivel Col. Arturo Quezada, Paso A Desnivel Col. Israel Sur, Paso A Desnive;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;1434114
2479;316;11;Caribbean Bay Pools, S. De R.L.;Caribbean Bay Pools Srl;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;10000
2480;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Finalizacion Construccion Seccion I-B Y Obras Complementarias Del Anillo Periferico De Tegucigalpa (Tramo: Carretera Ca-5 Norte, Puente Los Laureles Obra Complementaria: Paso A Desnivel Col. Arturo Quezada, Paso A Desnivel Col. Israel Sur, Paso A Desnive;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;10000
2481;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Proyecto Acueducto Regional Del Valle De Nacaome Y Otras Obras De Saneamiento Ambiental;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;18850
2482;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Contrato De Construccion Ampliacion Y Mejoramiento De La Carretera La Esperanza- Camasca;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;20466799
2483;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Finalizacion Construccion Seccion Ib Y Obras Complementarias Del Anillo Periferico De Tegucigalpa(Tramo: Carretera Ca-5 Norte, Puente Los Laureles, Obra Complementaria Pao A Desnivel Col. Arturo Quezada, Paso A Desnivel Col. Israel Sur, Paso A Desnivel A;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;1050216
2484;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Proyecto De Desarrollo De Los Recursos Hidricos Del Valle De Nacaome;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;17950
2485;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Proyecto De Desarrollo De Los Recursos Hidricos Del Valle De Nacaome;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;17950
2486;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Proyecto Mejoramiento Carretera Ca-5 Norte, Tramo Taulabe-La Barca;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;215552
2487;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Contrato Segmento Norte 1) Seccion 3 Final Norte Del Valle De Comayagua Final Sur Siguatepeque (23.5 Km) 2) Seccion 4, Siguatepeque-Taulabe (26Km);Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;1616083
2488;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Proyecto De Desarrollo De Los Recursos Hidricos Del Valle De Nacaome;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;981215
2489;316;11;Fuerza De Tarea Conjunta Bravo;Fuerza De Tarea Conjunta Bravo;Dispensas Oficiales;Fuerza De Tarea Conjunto Bravo;Con Lugar;1;119198
2490;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Finalizacion Construccion Seccion I-B Y Obras Complementarias Del Anillo Periferico De Tegucigalpa (Tramo: Carretera Ca-5 Norte, Puente Los Laureles Obra Complementaria: Paso A Desnivel Col. Arturo Quezada, Paso A Desnivel Col. Israel Sur, Paso A Desnive;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;2987054
2491;316;11;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;Cepudo;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;7277283
2492;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Contrato Segmento Norte 1) Seccion 3 Final Norte Del Valle De Comayagua Final Sur Siguatepeque (23.5 Km) 2) Seccion 4, Siguatepeque-Taulabe (26Km);Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;1500
2493;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Proyecto Acueducto Regional Del Valle De Nacaome Y Otras Obras De Saneamiento Ambiental;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;15420
2494;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Proyecto Acueducto Regional Del Valle De Nacaome Y Otras Obras De Saneamiento Ambiental;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;10000
2495;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Proyecto Mejoramiento Carretera Ca-5 Norte, Tramo Taulabe-La Barca;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;1568549
2496;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Proyecto Mejoramiento Carretera Ca-5 Norte, Tramo Taulabe-La Barca;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;945498
2497;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Proyecto Mejoramiento Carretera Ca-5 Norte, Tramo Taulabe-La Barca;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;59823
2498;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Proyecto Acueducto Regional Del Valle De Nacaome Y Otras Obras De Saneamiento Ambiental;Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;14866
2499;316;11;Fundacion Educativa Deportiva Marco Tulio Gutierrez (Fundacion Gutierrez);Fundacion Educativa Deportiva Marco Tulio Gutierrez (Fundacion Gutierrez);Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;3200
2500;316;11;Ingenieria Agricola Y Ganadera S.A (Iagsa);Ingenieria Agricola Y Ganadera S.A (Iagsa);Permisos Especiales De Im;Regimen De Importacion Temporal(Rit);Con Lugar;1;4883324
2501;316;11;Delphi  Automotive Systems Honduras S. De R.L. De C.V.;Delphi  Automotive Systems Honduras S. De R.L. De C.V.;Solicitud De Venta De Veh;Venta  Previo Pago De Vehiculo Adquirido Con Permiso Especial De Imp. Temp.;Con Lugar;2;374220
2502;316;11;Sociedad Mercantil Astaldi S.P.A.Sucursal Honduras;Contrato Segmento Norte 1) Seccion 3 Final Norte Del Valle De Comayagua Final Sur Siguatepeque (23.5 Km) 2) Seccion 4, Siguatepeque-Taulabe (26Km);Permisos Especiales De Re;Permisos Especiales De Reexportacion;Con Lugar;1;1000
2503;316;11;Honduran Green Power Corporation S.A. De C.V.;Honduran Green Power Corporation S.A. De C.V.;Dispensas Especiales;Hidroelectrica Para Autoconsumo;Con Lugar;1;1100
2504;316;11;Embajada De Los Estados Unidos De America;La Secretaria De Agricultura Y Ganaderia (Sag);Dispensas Oficiales;Donaciones Sector Publico (Decreto 18-90);Con Lugar;1;18606000
2505;316;11;Energia De Transmision S.A De C.V (Enetran);Proyecto Central Hidroelectrica Cuyamapa;Dispensas Especiales;Energia Hidroelectrica;Con Lugar;1;21215
2506;316;11;Iglesia Catolica De Honduras;Diocesis Santa Rosa De Copan;Dispensas Especiales;Iglesia Catolica De Honduras;Con Lugar;1;22055
2507;316;11;Banco Centroamericano De Integracion Economica;Jacobo Eduardo Andonie Amaya;Dispensas Oficiales;Funcionarios Del Banco Centroamericano De Integracion Bcie;Con Lugar;1;33500
2508;316;11;Banco Centroamericano De Integracion Economica;Oscar Alejandro Reyes Torneros;Dispensas Oficiales;Funcionarios Del Banco Centroamericano De Integracion Bcie;Con Lugar;1;36000
2509;316;11;Banco Centroamericano De Integracion Economica;Jorge Enrique Perdomo Betancourt;Solicitud De Venta De Veh;Venta Para Funcionarios Del Bcie;Con Lugar;1;33500
2510;316;11;Fundacion Para La Vivienda Cooperativa Chf Internacional;Programa Fortalecimiento De La Respuesta Nacional Para La Promocion Y Proteccion De La Salud En Vih;Dispensas Oficiales;Fundacion Para La Vivienda Cooperativa Chf;Con Lugar;1;4554064
2511;316;11;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Embajada De La Soberana Orden Militar Hospitalaria De Malta;Dispensas Oficiales;Embajadas;Con Lugar;1;23893
2512;316;11;Programa Mundial De Alimentos Pma;Programa Mundial De Alimentos  Pma;Solicitud De Venta De Veh;Venta Libre Organismos Internacionales;Con Lugar;1;17650
2513;316;11;Embajada De Los Estados Unidos De America;Cecilia Suegin Choi;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;59902
2514;316;11;Solar Power S.A De C.V (Soposa);Proyecto Solar Fotovoltaico Nacaome I;Dispensas Especiales;Enegia Solar;Con Lugar;1;85046406
2515;316;11;Embajada De Los Estados Unidos De America;William Scofield Rowland;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;11685
2516;316;11;Embajada De Los Estados Unidos De America;Lesly Company;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;17862
2517;316;11;Embajada De Los Estados Unidos De America;Heidi J Schellenger;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;10875
2518;316;11;Asociacion Mision Lazaro Honduras;Asociacion Mision Lazaro Honduras;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;8194932
2519;316;11;Embajada De Los Estados Unidos De America;Thomas Richard Chapman;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;730901
2520;316;11;Embajada De Los Estados Unidos De America;Sara Marie Urana Werth;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;651246
2521;316;11;Sociedad Periodicos Y Revistas S.A.  De C.V. (Pyrsa) Editores De Diario La Tribuna;Sociedad Periodicos Y Revistas S.A. De C.V. (Pyrsa) Editora De Diario La Tribuna;Dispensas Especiales;Emision Del Pensamiento / Imprentas Y Editoras;Con Lugar;1;1015000
2522;316;11;Sociedad Periodicos Y Revistas S.A.  De C.V. (Pyrsa) Editores De Diario La Tribuna;Sociedad Periodicos Y Revistas S.A. De C.V. (Pyrsa) Editora De Diario La Tribuna;Dispensas Especiales;Emision Del Pensamiento / Imprentas Y Editoras;Con Lugar;1;4750000
2523;316;11;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;La Asociacion  Capacitacion., Educacion Produccion, Unificacion, Desarrollo, Y Organizacion;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;56135
2524;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;2251968
2525;316;11;Nuestros Pequeños Hermanos;Nuestros Pequeños Hermanos;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;9024
2526;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Dispensas Oficiales;Embajadas;Con Lugar;1;56000
2527;316;11;Embajada De Los Estados Unidos De America;Douglas Lee Popovich;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;5011252
2528;316;11;Villas Corporacion S.A De C.V. (Vicorsa);Villas Corporacion S.A De C.V. (Vicorsa);Dispensas Especiales;Zolitur;Con Lugar;1;340839
2529;316;11;Eldon S, S.A De C.V.;Eldon S, S.A De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;5512075
2530;316;11;Grupo Galindo, S.A.;Grupo Galindo, S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;3140447
2531;316;11;Martinez Construction S.A De C.V;Martinez Construction S.A De C.V;Dispensas Especiales;Zolitur;Con Lugar;1;4100595
2532;316;11;Martinez Construction S.A De C.V;Martinez Construction S.A De C.V;Dispensas Especiales;Zolitur;Con Lugar;1;915921
2533;316;11;Anthonys Key Hotel Corporation S.A. De C.V.;Anthonys Key Hotel Corporation S.A. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;8353995
2534;316;11;Carnavalero Roatán S.A.;Carnavalero Roatán S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;1766118
2535;316;11;Atochas  S. De R.L.;Atochas S. De R.L.;Dispensas Especiales;Zolitur;Con Lugar;1;7919492
2536;316;11;Escuela Agricola Panamericana;Escuela Agricola Panamericana;Dispensas Oficiales;Escuela Agricola Panamericana (El Zamorano);Con Lugar;1;4831385
2537;316;11;Anthonys Key Hotel Corporation S.A. De C.V.;Anthonys Key Hotel Corporation S.A. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;3145849
2538;316;11;Roatan Rum Company Sa.;Roatan Rum Company, S. De R.L.;Dispensas Especiales;Zolitur;Con Lugar;1;299259
2539;316;11;Villas Corporacion S.A De C.V. (Vicorsa);Villas Corporacion S.A De C.V. (Vicorsa);Dispensas Especiales;Zolitur;Con Lugar;1;612877
2540;316;11;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;La Asociacion  Capacitacion., Educacion Produccion, Unificacion, Desarrollo, Y Organizacion;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;64674
2541;316;11;Sociedad Inversiones M & M S.A.;Inversiones M & M S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;7457677
2542;316;11;Mision Bautista El Buen Samaritano De Honduras Inc;Mision Bautista El Buen Samaritano De Honduras Inc;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;45728
2543;316;11;Roatan Cruise Terminal S.A De C.V;Roatan Cruise Terminal S.A De C.V;Dispensas Especiales;Zolitur;Con Lugar;1;1468595
2544;316;11;Programa Mundial De Alimentos Pma;Secretaria De Salud;Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;1;412965
2545;316;11;Programa Mundial De Alimentos Pma;Secretaria De Salud;Solicitud De Venta De Veh;Traspaso Oficial (Por Donación Al Estado, Instituciones Con Beneficio 1890);Con Lugar;1;412965
2546;316;11;Municipalidad De Pimienta, Cortes;Municipalidad De Pimienta Cortes;Dispensas Oficiales;Municipalidades Donaciones;Con Lugar;1;554513
2547;316;11;Embajada De Los Estados Unidos De America;Xiomara Alexandra Condo Brito;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;9440
2548;316;11;Mount Dora Farms De Honduras S. De R.L;Mount Dora Farms De Honduras S. De R.L;Permisos Especiales De Im;Zonas Libres;Con Lugar;1;28000
2549;316;11;Corporacion Centroamericana De Servicios De Navegacion Aerea  Cocesna;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Dispensas Oficiales;Corporacion Centroamericana De Servicios De Navegacion Aerea Cocesna;Con Lugar;1;450164
2550;316;11;Green Hill Energy Solutions;Green Hill Energy Solutions;Dispensas Especiales;Zolitur;Con Lugar;1;1602067
2551;316;11;Team Ioca De Roatán S.A. De C.V.;Team Ioca De Roatán S.A. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;694426
2552;316;11;Importadora Comercial De Roatan S.A.;Importadora Comercial De Roatan S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;9514358
2553;316;11;Sociedad Inversiones M & M S.A.;Inversiones M & M S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;3898438
2554;316;11;Programa De Las Naciones Unidas  Para El Desarrollo  Pnud;Proyecto 00087688 Apoyo  Estrategico  A  Hondutel;Dispensas Oficiales;Programa De Las Naciones Unidas Para El Desarrollo P.N.U.D.;Con Lugar;1;38922325
2555;316;11;Diamonds International Honduras, S.A.;Diamonds International Honduras, S.A.;Dispensas Especiales;Zolitur;Con Lugar;1;1205793
2556;316;11;Fundacion Para La Vivienda Cooperativa Chf Internacional;Programa Fortalecimiento De La Respuesta Nacional Para La Promocion Y Proteccion De La Salud En Vih;Dispensas Oficiales;Fundacion Para La Vivienda Cooperativa Chf;Con Lugar;1;528484
2557;316;11;Corporacion Flores Sociedad Anonima,;Corporacion Flores Sociedad Anonima;Solicitud De Venta De Veh;Venta Previo Pago;Con Lugar;1;42000
2558;316;11;Sociedad Lithopress Industrial S.A;Sociedad Lithopress Industrial S.A.;Dispensas Especiales;Emision Del Pensamiento / Imprentas Y Editoras;Con Lugar;1;2394933
2559;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Solicitud De Venta De Veh;Venta Libre Embajadas;Con Lugar;2;365850
2560;316;11;Inmsa Argo International S.A De C.V.;Contrato De Obra Publica Para El Diseño, Construccion Y Equipamiento De Dos Centros Penitenciarios A Ser Ubicados En Santa Barbara Y El Paraiso Inmsa Argo Interncional, S.A. De C.V;Dispensas Especiales;Instituciones Con Su Propio Decreto;Con Lugar;1;8650457
2561;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Solicitud De Venta De Veh;Venta Libre Embajadas;Con Lugar;2;37672885
2562;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Solicitud De Venta De Veh;Venta Libre Embajadas;Con Lugar;1;122959004
2563;316;11;Cruz Roja  Hondureña;Cruz Roja Hondureña;Dispensas Especiales;Cruz Roja Hondureña / Donaciones;Con Lugar;1;95765
2564;316;11;Inmsa Argo International S.A De C.V.;Contrato De Obra Publica Para El Diseño, Construccion Y Equipamiento De Dos Centros Penitenciarios A Ser Ubicados En Santa Barbara Y El Paraiso Inmsa Argo Interncional, S.A. De C.V;Dispensas Especiales;Instituciones Con Su Propio Decreto;Con Lugar;1;120655
2565;316;11;Inmsa Argo International S.A De C.V.;Contrato De Obra Publica Para El Diseño, Construccion Y Equipamiento De Dos Centros Penitenciarios A Ser Ubicados En Santa Barbara Y El Paraiso Inmsa Argo Interncional, S.A. De C.V;Dispensas Especiales;Instituciones Con Su Propio Decreto;Con Lugar;1;211092
2566;316;11;Ministerio Alimentando A Los Pequeñitos De Dios;Ministerio Alimentando A Los Pequeñitos De Dios;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;9725
2567;316;11;Asociacion Brigadas Amor Cristiano;Asociacion Brigadas De Amor Cristiano;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;1093124
2568;316;11;Ministerios Evangelicos De Las Americas Meda;Ministerios Evangelicos De Las Americas Meda;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;110887
2569;316;11;Embajada De Los Estados Unidos De America;Embajada De Los Estados Unidos De America;Solicitud De Venta De Veh;Venta Libre Embajadas;Con Lugar;2;365850
2570;316;11;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;La Asociacion  Capacitacion., Educacion Produccion, Unificacion, Desarrollo, Y Organizacion;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;60999
2571;316;11;Roatan Rental S De R.L;Roatan Rental S De R.L;Dispensas Especiales;Zolitur;Con Lugar;1;30600
2572;316;11;Sun Petroleum Corporation, S.A. De C.V.;Sun Petroleum Corporation S. A. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;269779
2573;316;11;Anthonys Key Hotel Corporation S.A. De C.V.;Anthonys Key Hotel Corporation S.A. De C.V.;Dispensas Especiales;Zolitur;Con Lugar;1;8004185
2574;316;11;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;La Asociacion  Capacitacion., Educacion Produccion, Unificacion, Desarrollo, Y Organizacion;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;116111
2575;316;11;Inversiones Hondureñas, S.A De C.V. (Ihsa);Proyecto Hidroelectrico Central El Progreso;Dispensas Especiales;Hidroelectrica Para Autoconsumo;Con Lugar;1;6635142
2576;316;11;Inversiones Hondureñas, S.A De C.V. (Ihsa);Inversiones Hondureñas, S.A De C.V. (Ihsa);Dispensas Especiales;Hidroelectrica Para Autoconsumo;Con Lugar;1;11381445
2577;316;11;Asociacion Brigadas Amor Cristiano;Asociacion Brigadas De Amor Cristiano;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;1106104
2578;316;11;Asociacion Proyecto Aldea Global  Pag;Asociacion Proyecto Aldea  Global  Pag;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;1204763
2579;316;11;Secretaria De Salud;Programa De Lucha Contra El Sida, Tuberculosis Y Malaria;Dispensas Oficiales;Donaciones Sector Publico (Convenio);Con Lugar;1;816678
2580;316;11;Embajada De Los Estados Unidos De America;Alex Michael Jones;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;15752
2581;316;11;Embajada De Los Estados Unidos De America;James Pule Chynoweth;Dispensas Oficiales;Diplomaticos Y Funcionarios De Embajadas;Con Lugar;1;2268875
2582;316;11;La Asociacion  Capacitacion Educacion, Produccion, Unificacion, Desarrollo, Organizacion    Cepudo;Cepudo;Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;5601538
2583;316;11;Comite Hondureño De Desarrollo Integral (Cohdei);Comite Hondureño De Desarrollo Integral (Cohdei);Dispensas Especiales;Organizaciones Sin Fines De Lucro/ Donaciones;Con Lugar;1;8070512
